Gene stable ID,Gene name,Gene description,Gene start (bp),Gene end (bp),Gene % GC content
ENSG00000162769,FLVCR1,feline leukemia virus subgroup C cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:24682],212858255,212899363,40.27
ENSG00000282718,AC104333.4,novel transcript,212916787,212917577,50.06
ENSG00000143494,VASH2,vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723],212950520,212992037,48.23
ENSG00000174606,ANGEL2,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534],212992182,213015826,38.68
ENSG00000136643,RPS6KC1,ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439],213051233,213274773,37.51
ENSG00000228646,RPL31P13,ribosomal protein L31 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:35598],213428708,213429077,45.41
ENSG00000225233,AL592402.1,novel transcript,213492301,213546447,40.86
ENSG00000228255,AC096639.1,novel transcript,213731416,213794587,41.59
ENSG00000230461,PROX1-AS1,PROX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43656],213817751,213988508,41.30
ENSG00000281664,LINC00538,long intergenic non-protein coding RNA 538 [Source:HGNC Symbol;Acc:HGNC:43655],213924749,213926654,42.55
ENSG00000117707,PROX1,prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459],213983181,214041502,41.17
ENSG00000274895,AC011700.1,novel transcript, antisense to PROX1,213983793,213986419,50.89
ENSG00000272167,AL606537.1,PROX1 antisense RNA 1,214028891,214030901,42.91
ENSG00000283518,AL592287.1,novel transcript,214051194,214187773,40.77
ENSG00000143499,SMYD2,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982],214281102,214337131,43.58
ENSG00000228470,AL929236.1,novel transcript,214344172,214357615,41.76
ENSG00000152104,PTPN14,protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647],214348696,214552449,41.30
ENSG00000213036,AL445305.1,adaptor-related protein complex 3 pseudogene,214482813,214483387,38.61
ENSG00000215819,KRT18P12,keratin 18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:33410],214532195,214533467,56.79
ENSG00000117724,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],214603195,214664588,40.92
ENSG00000250536,ABHD17AP3,abhydrolase domain containing 17A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:34041],214605470,214608840,66.83
ENSG00000224584,UBE2V1P13,ubiquitin conjugating enzyme E2 V1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:52411],214612960,214613398,41.23
ENSG00000185221,GAPDHP24,glyceraldehyde 3 phosphate dehydrogenase pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:37776],214870734,214871716,48.52
ENSG00000223869,AC099563.1,translocase of inner mitochondrial membrane 17 homolog A (yeast) (TIMM17A) pseudogene,214943123,214943540,41.39
ENSG00000082482,KCNK2,potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277],215005775,215237093,36.37
ENSG00000232809,VDAC1P10,voltage dependent anion channel 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37479],215376484,215377374,43.32
ENSG00000282265,AL450990.1,novel transcript,215393646,215394418,46.83
ENSG00000136636,KCTD3,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],215567392,215621807,36.04
ENSG00000042781,USH2A,usherin [Source:HGNC Symbol;Acc:HGNC:12601],215622894,216423396,36.36
ENSG00000202498,RF00108,,215630026,215630117,38.04
ENSG00000229242,AL358452.1,novel transcript,215886582,215901464,36.98
ENSG00000233620,AC093581.1,uncharacterized LOC102723833 [Source:NCBI gene;Acc:102723833],216072465,216086917,35.42
ENSG00000236292,AC138024.1,uncharacterized LOC105372918 [Source:NCBI gene;Acc:105372918],216194051,216204366,37.34
ENSG00000226013,MRPS18BP1,mitochondrial ribosomal protein S18B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29741],216201635,216201826,58.33
ENSG00000196482,ESRRG,estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474],216503246,217137755,38.06
ENSG00000092978,GPATCH2,G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499],217426992,217631082,36.36
ENSG00000162814,SPATA17,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184],217631324,217871696,35.70
ENSG00000234070,SPATA17-AS1,SPATA17 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41086],217781198,217785120,30.82
ENSG00000228247,UBBP2,ubiquitin B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:12465],217850403,217850633,51.52
ENSG00000231814,LINC00210,long intergenic non-protein coding RNA 210 [Source:HGNC Symbol;Acc:HGNC:37458],217892900,217920804,41.85
ENSG00000230714,AL355526.1,novel transcript,218031835,218033660,32.75
ENSG00000232100,LINC01653,long intergenic non-protein coding RNA 1653 [Source:HGNC Symbol;Acc:HGNC:52441],218043505,218059140,37.29
ENSG00000201493,RNU1-141P,RNA, U1 small nuclear 141, pseudogene [Source:HGNC Symbol;Acc:HGNC:48483],218129795,218129952,46.20
ENSG00000067533,RRP15,ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255],218285287,218337983,37.64
ENSG00000229016,AC096638.2,novel pseudogene,218301262,218301972,34.32
ENSG00000223375,AC096638.1,ribosomal protein S26 (RPS26) pseudogenes,218338541,218338756,44.91
ENSG00000232480,TGFB2-AS1,TGFB2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50628],218344196,218345678,43.76
ENSG00000092969,TGFB2,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],218346235,218444619,41.85
ENSG00000281453,TGFB2-OT1,TGFB2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:50629],218442626,218443996,32.75
ENSG00000228208,C1orf143,chromosome 1 open reading frame 143 (putative) [Source:HGNC Symbol;Acc:HGNC:32045],218510096,218525978,40.57
ENSG00000212610,RF00012,,218541690,218541899,44.76
ENSG00000226693,NXNP1,nucleoredoxin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50561],218881600,218882650,50.14
ENSG00000225561,LINC01710,long intergenic non-protein coding RNA 1710 [Source:HGNC Symbol;Acc:HGNC:52498],218912757,218916184,35.76
ENSG00000228063,LYPLAL1-DT,LYPLAL1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50560],219086602,219173961,36.05
ENSG00000143353,LYPLAL1,lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440],219173844,219212865,33.96
ENSG00000225920,RIMKLBP2,ribosomal modification protein rimK like family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39163],219199914,219200567,43.73
ENSG00000223842,AL360093.1,novel transcript,219222248,219225497,36.49
ENSG00000277007,AC096642.1,novel transcript,219270774,219273387,40.63
ENSG00000228536,AL513283.1,novel transcript,219409523,219459369,38.72
ENSG00000238232,AL356364.1,novel transcript,219557192,219557701,45.49
ENSG00000215817,ZC3H11B,zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659],219609627,219612062,46.22
ENSG00000196660,SLC30A10,solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355],219685427,219958647,39.85
ENSG00000252086,RNA5SP76,RNA, 5S ribosomal pseudogene 76 [Source:HGNC Symbol;Acc:HGNC:42853],219761789,219761875,48.28
ENSG00000221673,RF00012,,219962652,219962865,47.20
ENSG00000136628,EPRS,glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418],219968601,220046658,38.15
ENSG00000162813,BPNT1,3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096],220057482,220090462,40.42
ENSG00000067704,IARS2,isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685],220094102,220148041,39.21
ENSG00000207590,MIR215,microRNA 215 [Source:HGNC Symbol;Acc:HGNC:31592],220117853,220117962,34.55
ENSG00000207624,MIR194-1,microRNA 194-1 [Source:HGNC Symbol;Acc:HGNC:31564],220118157,220118241,41.18
ENSG00000232134,RPS15AP12,ribosomal protein S15a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36759],220143964,220144351,44.85
ENSG00000118873,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],220148293,220272454,37.80
ENSG00000281696,MIR664A,microRNA 664a [Source:HGNC Symbol;Acc:HGNC:35370],220200538,220200619,31.71
ENSG00000222370,SNORA36B,small nucleolar RNA, H/ACA box 36B [Source:HGNC Symbol;Acc:HGNC:32629],220200546,220200676,35.88
ENSG00000270585,AL445435.1,sorting nexin 2 (SNX2) pseudogene,220207618,220208282,35.94
ENSG00000270708,KF455155.1,GABA(A) receptor-associated protein-like 2 (GABARAPL2) pseudogene,220220291,220220593,51.49
ENSG00000218283,MORF4L1P1,mortality factor 4 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20400],220253570,220254536,43.74
ENSG00000213033,AURKAP1,aurora kinase A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18611],220266706,220267917,44.14
ENSG00000230318,XRCC6P3,X-ray repair cross complementing 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45185],220313945,220315565,46.08
ENSG00000232883,AL451081.2,ribosomal protein, large, P0 (RPLP0) pseudogene,220316667,220317599,51.34
ENSG00000226927,AL451081.1,novel transcript,220359731,220360183,45.70
ENSG00000260505,AC096644.4,novel transcript,220401122,220404033,34.79
ENSG00000235163,AC096644.3,ribosomal protein L7a (RPL7A) pseudogene,220448516,220448853,48.82
ENSG00000234863,AC096644.2,part of a cytochrome c oxidase subunit III (COX3) pseudogene,220455154,220455312,40.88
ENSG00000226226,PRELID3BP1,PRELI domain containing 3B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49063],220467954,220468808,45.61
ENSG00000231529,AC096644.1,novel transcript,220485104,220487043,41.60
ENSG00000116141,MARK1,microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896],220528183,220664461,37.10
ENSG00000243872,RN7SL464P,RNA, 7SL, cytoplasmic 464, pseudogene [Source:HGNC Symbol;Acc:HGNC:46480],220571739,220572035,54.21
ENSG00000233012,HDAC1P2,histone deacetylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45191],220625740,220628056,46.87
ENSG00000162817,C1orf115,chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873],220689845,220699157,48.31
ENSG00000117791,MARC2,mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064],220748225,220784815,44.02
ENSG00000186205,MARC1,mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189],220786759,220819657,45.28
ENSG00000221571,RNU6ATAC35P,RNA, U6atac small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46934],220825620,220826063,31.53
ENSG00000276642,RF00619,,220825776,220825893,42.37
ENSG00000272823,AL445423.1,novel transcript,220828676,220829211,44.96
ENSG00000238078,LINC01352,long intergenic non-protein coding RNA 1352 [Source:HGNC Symbol;Acc:HGNC:50578],220829255,220832429,43.65
ENSG00000257551,HLX-AS1,HLX antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42509],220832763,220880140,39.53
ENSG00000136630,HLX,H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978],220879400,220885059,54.42
ENSG00000226211,AL445466.1,novel pseudogene,221133865,221134221,45.38
ENSG00000234754,C1orf140,uncharacterized LOC400804 [Source:NCBI gene;Acc:400804],221330080,221336296,40.65
ENSG00000232436,AL360013.2,novel transcript,221508559,221510979,36.84
ENSG00000227585,AL360013.1,solute carrier family 35, member E3 (SLC35E3) pseudogene,221549786,221550643,42.54
ENSG00000143507,DUSP10,dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065],221701424,221742176,41.35
ENSG00000227925,LINC01655,long intergenic non-protein coding RNA 1655 [Source:HGNC Symbol;Acc:HGNC:52443],221827666,221840666,43.10
ENSG00000200033,RNU6-403P,RNA, U6 small nuclear 403, pseudogene [Source:HGNC Symbol;Acc:HGNC:47366],221837334,221837437,38.46
ENSG00000238042,LINC02257,long intergenic non-protein coding RNA 2257 [Source:HGNC Symbol;Acc:HGNC:53159],221880981,221978523,41.30
ENSG00000228437,LINC02474,long intergenic non-protein coding RNA 2474 [Source:HGNC Symbol;Acc:HGNC:53417],221966341,221984964,43.46
ENSG00000232679,LINC01705,long intergenic non-protein coding RNA 1705 [Source:HGNC Symbol;Acc:HGNC:52493],222041705,222064763,44.33
ENSG00000236230,AL356108.1,novel transcript,222089169,222387434,39.80
ENSG00000227613,QRSL1P2,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43668],222261833,222262796,40.25
ENSG00000226643,AL513314.1,novel transcript,222452738,222454705,45.78
ENSG00000234419,CICP13,capicua transcriptional repressor pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37907],222468094,222470882,61.31
ENSG00000276997,AL513314.2,novel transcript,222477252,222504622,46.78
ENSG00000222399,RNU6-791P,RNA, U6 small nuclear 791, pseudogene [Source:HGNC Symbol;Acc:HGNC:47754],222503632,222503735,39.42
ENSG00000267305,AL592148.2,general transcription factor IIi (GTF2I) pseudogene,222510169,222519732,46.91
ENSG00000143512,HHIPL2,HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842],222522258,222548103,43.76
ENSG00000143498,TAF1A,TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532],222557902,222589933,36.34
ENSG00000225265,TAF1A-AS1,TAF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40573],222589825,222593032,41.40
ENSG00000154305,MIA3,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],222618086,222668012,39.16
ENSG00000229399,AL592148.1,prefoldin 5 (PFDN5) pseudogene,222641414,222641858,48.76
ENSG00000272750,AL592148.3,novel transcript, antisense to MIA3,222658867,222661512,34.13
ENSG00000186063,AIDA,axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761],222668013,222713210,38.46
ENSG00000162819,BROX,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512],222712553,222735196,36.81
ENSG00000197520,FAM177B,family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395],222737207,222750805,39.61
ENSG00000228106,AL392172.1,dispatched RND transporter family member 1 [Source:NCBI gene;Acc:84976],222815022,222837384,37.92
ENSG00000278610,AC093152.1,novel transcript, lincRNA-DISP1 readthrough,222815064,222994906,37.04
ENSG00000154309,DISP1,dispatched RND transporter family member 1 [Source:HGNC Symbol;Acc:HGNC:19711],222872271,223005995,37.44
ENSG00000234523,NDUFB1P2,NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37815],222945725,222945900,37.50
ENSG00000187554,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851],223109406,223143282,46.61
ENSG00000236846,AL359979.2,novel transcript,223144049,223144954,52.98
ENSG00000226601,AL359979.1,novel transcript,223181144,223188154,39.40
ENSG00000143502,SUSD4,sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470],223220819,223364202,44.23
ENSG00000251789,RNU4-57P,RNA, U4 small nuclear 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:46993],223373822,223373956,35.56
ENSG00000178395,CCDC185,coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654],223393417,223395470,62.95
ENSG00000203697,CAPN8,calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485],223538007,223665734,46.64
ENSG00000227002,SNRPEP10,small nuclear ribonucleoprotein polypeptide E pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:43575],223644110,223644383,38.69
ENSG00000212398,RNU6-1248P,RNA, U6 small nuclear 1248, pseudogene [Source:HGNC Symbol;Acc:HGNC:48211],223690051,223690114,40.62
ENSG00000162909,CAPN2,calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479],223701593,223776018,48.73
ENSG00000143514,TP53BP2,tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000],223779899,223845972,39.79
ENSG00000227621,PHBP11,prohibitin pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:39290],223856579,223857387,54.64
ENSG00000188460,ACTBP11,actin, beta pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971],223863726,223864851,57.82
ENSG00000233771,CICP5,capicua transcriptional repressor pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37754],223947605,223950416,61.10
ENSG00000272645,GTF2IP20,general transcription factor IIi pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51732],223951394,223992594,44.31
ENSG00000212157,RNU6-1319P,RNA, U6 small nuclear 1319, pseudogene [Source:HGNC Symbol;Acc:HGNC:48282],223976146,223976249,38.46
ENSG00000185495,AC138393.1,septin 7 (SEPT7) pseudogene,223992743,224010612,36.59
ENSG00000278467,AC138393.3,novel transcript,223994262,223995196,44.92
ENSG00000229930,AC138393.2,F-box only protein 25 (FBXO25) pseudogene,224030704,224035056,38.66
ENSG00000252484,RN7SKP49,RNA, 7SK small nuclear pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:45773],224107282,224107541,41.54
ENSG00000143756,FBXO28,F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046],224114087,224162047,40.97
ENSG00000236773,AC092809.3,novel pseudogene,224175476,224175706,45.02
ENSG00000143753,DEGS1,delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709],224175756,224193441,46.06
ENSG00000201898,RF00139,,224179641,224179767,35.43
ENSG00000232628,AC092809.2,uncharacterized LOC101927143 [Source:NCBI gene;Acc:101927143],224208747,224213279,47.28
ENSG00000237101,AC092809.4,uncharacterized LOC101927164 [Source:NCBI gene;Acc:101927164],224219613,224228043,45.06
ENSG00000143748,NVL,nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070],224227334,224330387,41.59
ENSG00000221406,MIR320B2,microRNA 320b-2 [Source:HGNC Symbol;Acc:HGNC:35256],224257004,224257141,36.96
ENSG00000229742,AC092809.1,ribosomal protein L21 (RPL21) pseudogene,224297646,224298600,46.60
ENSG00000206887,RNU6-1008P,RNA, U6 small nuclear 1008, pseudogene [Source:HGNC Symbol;Acc:HGNC:47971],224305380,224305483,45.19
ENSG00000143771,CNIH4,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013],224356850,224379459,43.22
ENSG00000162923,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208],224385143,224437033,38.39
ENSG00000266618,MIR4742,microRNA 4742 [Source:HGNC Symbol;Acc:HGNC:41565],224398227,224398311,34.12
ENSG00000143786,CNIH3,cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802],224434660,224740549,44.14
ENSG00000229991,AKR1B1P1,aldehyde reductase family 1 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:420],224574434,224575389,51.88
ENSG00000233384,AC096537.1,novel transcript,224611404,224616220,46.32
ENSG00000234247,AC096537.2,DnaJ (Hsp40) homolog, subfamily B, member 6 (DNAJB6),224661173,224661886,40.20
ENSG00000229400,AL596330.1,novel transcript,224717504,224730662,47.21
ENSG00000225334,AL391811.1,novel transcript,224766900,224773341,43.45
ENSG00000185842,DNAH14,dynein axonemal heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:2945],224896262,225399292,37.40
ENSG00000143815,LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518],225401502,225428925,41.69
ENSG00000234476,AC092811.1,novel transcript,225447243,225465343,49.91
ENSG00000282418,AC092811.2,novel transcript,225465021,225473837,56.39
ENSG00000154380,ENAH,ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271],225486835,225653142,38.55
ENSG00000227496,AC099066.2,novel transcript,225700604,225752243,46.80
ENSG00000226349,AC099066.1,novel transcript,225710968,225736274,46.14
ENSG00000223306,RNU6-1304P,RNA, U6 small nuclear 1304, pseudogene [Source:HGNC Symbol;Acc:HGNC:48267],225741275,225741380,37.74
ENSG00000143742,SRP9,signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304],225777813,225790466,40.60
ENSG00000234112,AC099066.3,endometrial bleeding associated factor (left-right determination, factor A; transforming growth factor beta superfamily) (EBAF) pseudogene,225803148,225803448,62.46
ENSG00000143819,EPHX1,epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401],225810092,225845563,50.76
ENSG00000242861,AL591895.1,novel transcript,225840883,225846522,55.02
ENSG00000196187,TMEM63A,transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118],225845536,225882369,51.62
ENSG00000243709,LEFTY1,left-right determination factor 1 [Source:HGNC Symbol;Acc:HGNC:6552],225886282,225911382,50.49
ENSG00000255835,AL117348.2,novel protein,225886696,225924278,50.88
ENSG00000143811,PYCR2,pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262],225919877,225924340,54.97
ENSG00000284519,MIR6741,microRNA 6741 [Source:HGNC Symbol;Acc:HGNC:50004],225922080,225922142,65.08
ENSG00000248322,AL117348.1,novel transcript,225936411,225937557,45.68
